User-ID,Age
21774,21.0
21875,43.0
21937,40.0
22023,35.0
22062,52.0
22089,25.0
22107,45.0
22154,36.0
22200,36.0
22252,38.0
22338,33.0
22362,31.0
22365,51.0
22495,29.0
22521,18.0
22624,28.0
22625,54.0
22818,28.0
22912,37.0
22964,25.0
23065,26.0
23124,22.0
23128,40.0
23511,56.0
23547,26.0
23571,41.0
23582,37.0
23619,34.0
23659,41.0
23699,25.0
23768,45.0
23816,41.0
23872,22.0
23933,43.0
24090,59.0
24186,36.0
24194,20.0
24379,25.0
24391,55.0
24433,37.0
24452,42.0
24525,28.0
24544,40.0
24627,36.0
24733,32.0
24846,56.0
24921,29.0
24933,44.0
25009,39.0
25103,29.0
25216,33.0
25253,47.0
25261,67.0
25395,65.0
25409,31.0
25436,30.0
25533,38.0
25601,41.0
25630,46.0
25792,29.0
25827,33.0
25850,50.0
25916,24.0
25996,36.0
26057,18.0
26084,21.0
26124,32.0
26145,24.0
26182,30.0
26196,17.0
26231,36.0
26371,65.0
26487,44.0
26516,67.0
26535,41.0
26538,32.0
26544,37.0
26616,20.0
26713,39.0
26730,13.0
26756,35.0
26813,28.0
26831,28.0
27091,21.0
27140,49.0
27193,29.0
27265,32.0
27383,59.0
27472,41.0
27551,56.0
27617,32.0
27650,27.0
27740,57.0
27812,33.0
27813,34.0
27947,28.0
28016,31.0
28076,25.0
28177,26.0
28204,61.0
28222,23.0
28255,23.0
28360,15.0
28451,31.0
28454,50.0
28492,31.0
28523,24.0
28591,33.0
28594,18.0
28634,28.0
28666,31.0
28667,26.0
28735,58.0
28865,39.0
28877,68.0
28938,38.0
29070,37.0
29101,38.0
29259,39.0
29306,48.0
29526,26.0
29570,24.0
29702,52.0
29855,53.0
29915,38.0
30029,37.0
30035,37.0
30072,11.0
30081,25.0
30125,15.0
30245,41.0
30261,27.0
30273,25.0
30276,49.0
30312,25.0
30319,41.0
30324,33.0
30445,23.0
30487,40.0
30495,19.0
30509,51.0
30531,23.0
30555,22.0
30594,25.0
30667,24.0
30711,32.0
30716,23.0
30744,31.0
30770,39.0
30795,24.0
30806,24.0
30824,45.0
30838,56.0
30887,38.0
30898,43.0
30971,67.0
30972,47.0
30979,41.0
31008,29.0
31010,60.0
31080,26.0
31172,48.0
31226,33.0
31308,38.0
31315,34.0
31343,75.0
31391,38.0
31466,26.0
31468,33.0
31556,51.0
31609,44.0
31611,44.0
31816,36.0
31826,54.0
31900,12.0
31919,52.0
31948,49.0
31987,36.0
32034,50.0
32039,40.0
32049,33.0
32122,24.0
32188,51.0
32250,29.0
32329,30.0
32467,17.0
32483,18.0
32516,44.0
32569,19.0
32599,17.0
32627,49.0
32721,36.0
32773,28.0
32793,22.0
32964,37.0
33036,31.0
33163,32.0
33200,44.0
33270,36.0
33281,20.0
33283,26.0
33307,29.0
33319,24.0
33461,21.0
33487,26.0
33517,47.0
33580,27.0
33614,36.0
33816,33.0
33818,29.0
33933,35.0
33943,25.0
33974,24.0
33980,18.0
33999,51.0
34075,25.0
34215,28.0
34300,35.0
34377,54.0
34397,25.0
34501,46.0
34600,37.0
34752,26.0
34801,47.0
34864,39.0
34987,37.0
35030,26.0
35050,33.0
35144,69.0
35148,24.0
35320,24.0
35445,31.0
35532,37.0
35704,53.0
35718,32.0
35793,76.0
35836,34.0
35857,36.0
35931,39.0
35953,37.0
36003,26.0
36043,30.0
36256,39.0
36299,50.0
36326,33.0
36441,20.0
36554,48.0
36606,39.0
36609,32.0
36673,48.0
36741,24.0
36807,27.0
36811,51.0
36817,29.0
36836,56.0
36839,33.0
36907,39.0
36935,62.0
37168,46.0
37208,30.0
37227,27.0
37235,22.0
37288,36.0
37293,41.0
37310,33.0
37400,27.0
37426,55.0
37454,24.0
37512,27.0
37527,30.0
37560,26.0
37567,36.0
37573,33.0
37605,30.0
37623,32.0
37644,18.0
37691,26.0
37712,23.0
37798,51.0
37874,43.0
37905,37.0
37968,50.0
37989,57.0
38023,30.0
38034,26.0
38229,23.0
38281,33.0
38544,34.0
38590,31.0
38654,17.0
38660,40.0
38679,52.0
38703,49.0
38781,31.0
38802,23.0
38933,37.0
38950,26.0
38995,44.0
39195,38.0
39227,37.0
39281,45.0
39345,47.0
39353,11.0
39396,20.0
39441,26.0
39467,35.0
39502,56.0
39584,32.0
39616,38.0
39646,35.0
39705,25.0
39773,49.0
39974,26.0
40012,44.0
40222,33.0
40278,45.0
40415,34.0
40435,24.0
40612,25.0
40617,42.0
40640,39.0
40647,40.0
40772,49.0
40838,54.0
40888,49.0
40889,37.0
40914,28.0
40922,53.0
40943,40.0
40958,26.0
41057,51.0
41084,36.0
41086,42.0
41123,40.0
41177,38.0
41364,34.0
41425,31.0
41589,51.0
41596,40.0
41634,63.0
41701,25.0
41757,58.0
41760,50.0
41781,54.0
41911,19.0
42093,50.0
42099,47.0
42162,18.0
42274,26.0
42408,20.0
42419,33.0
42458,47.0
42459,29.0
42466,38.0
42573,78.0
42597,52.0
42601,29.0
42852,24.0
42883,51.0
42914,26.0
42948,42.0
43004,45.0
43006,29.0
43093,22.0
43163,21.0
43246,36.0
43359,33.0
43397,33.0
43404,43.0
43436,29.0
43481,57.0
43595,23.0
43619,26.0
43687,27.0
43698,47.0
43806,31.0
43807,32.0
43909,27.0
43910,43.0
43920,29.0
43925,48.0
43962,23.0
44252,28.0
44296,26.0
44297,22.0
44450,35.0
44467,29.0
44535,20.0
44590,30.0
44595,39.0
44611,20.0
44647,54.0
44728,31.0
44756,62.0
44845,29.0
44852,39.0
44925,33.0
45113,34.0
45255,35.0
45383,51.0
45409,62.0
45416,48.0
45418,51.0
45557,33.0
45564,37.0
46003,27.0
46050,39.0
46145,43.0
46154,34.0
46197,26.0
46269,26.0
46293,38.0
46297,35.0
46345,53.0
46351,27.0
46389,55.0
46398,37.0
46443,14.0
46633,23.0
46690,27.0
46892,35.0
46909,31.0
47117,34.0
47118,42.0
47128,33.0
47279,29.0
47293,41.0
47368,37.0
47512,28.0
47581,35.0
47594,52.0
47609,34.0
47743,41.0
47758,49.0
47807,31.0
47856,32.0
47971,40.0
47975,37.0
47987,38.0
48025,43.0
48037,16.0
48217,40.0
48261,53.0
48268,18.0
48355,35.0
48424,49.0
48468,50.0
48494,51.0
48539,23.0
48579,24.0
48595,23.0
48630,34.0
48911,57.0
48995,44.0
49109,38.0
49154,41.0
49155,26.0
49212,38.0
49262,26.0
49392,28.0
49423,26.0
49460,37.0
49668,45.0
49683,23.0
49771,35.0
49842,40.0
49900,48.0
49980,27.0
49994,40.0
50141,58.0
50204,36.0
50205,62.0
50206,36.0
50526,30.0
50547,32.0
50681,50.0
50849,52.0
50859,26.0
51082,30.0
51165,35.0
51192,48.0
51365,48.0
51386,41.0
51450,54.0
51526,34.0
51571,49.0
51627,24.0
51783,36.0
51803,34.0
51805,36.0
51883,31.0
51992,43.0
52011,37.0
52021,27.0
52044,46.0
52060,38.0
52159,49.0
52199,47.0
52203,32.0
52256,17.0
52293,61.0
52350,31.0
52472,209.0
52521,38.0
52584,45.0
52586,26.0
52614,33.0
52807,38.0
52853,61.0
52917,42.0
53042,59.0
53174,29.0
53220,36.0
53256,21.0
53278,34.0
53304,52.0
53332,41.0
53392,34.0
53414,49.0
53418,28.0
53430,25.0
53575,30.0
53590,40.0
53614,30.0
53628,22.0
53846,55.0
54005,59.0
54193,27.0
54206,24.0
54218,27.0
54335,43.0
54511,50.0
54547,36.0
54564,34.0
54589,49.0
54652,30.0
54884,33.0
54898,35.0
55006,34.0
55027,44.0
55065,31.0
55075,33.0
55142,47.0
55178,25.0
55187,48.0
55203,57.0
55375,18.0
55438,42.0
55487,37.0
55490,25.0
55492,43.0
55493,35.0
55550,42.0
55734,37.0
55789,35.0
55858,28.0
55892,45.0
55927,17.0
55955,38.0
56157,36.0
56193,34.0
56198,41.0
56201,65.0
56246,37.0
56271,22.0
56272,19.0
56360,35.0
56391,40.0
56399,63.0
56447,22.0
56554,39.0
56625,26.0
56856,23.0
56917,2.0
56959,52.0
57006,30.0
57072,56.0
57105,32.0
57108,38.0
57200,35.0
57302,32.0
57398,39.0
57412,25.0
57449,29.0
57599,27.0
57713,52.0
57725,43.0
57726,19.0
57833,58.0
58062,52.0
58067,26.0
58142,43.0
58156,58.0
58255,14.0
58363,81.0
58389,57.0
58458,23.0
58529,36.0
58594,33.0
58612,54.0
58641,21.0
58768,35.0
58855,38.0
58911,58.0
59038,28.0
59059,19.0
59150,37.0
59172,36.0
59180,55.0
59189,33.0
59208,43.0
59209,41.0
59297,34.0
59305,27.0
59504,39.0
59656,53.0
59727,24.0
59812,48.0
59820,24.0
59912,27.0
59933,66.0
59971,27.0
60029,42.0
60041,29.0
60050,40.0
60098,35.0
60178,47.0
60244,47.0
60263,52.0
60307,46.0
60337,50.0
60392,43.0
60427,37.0
60445,31.0
60569,41.0
60621,57.0
60631,34.0
60703,30.0
60707,38.0
60797,24.0
60809,33.0
60823,49.0
60858,25.0
60905,27.0
61028,50.0
61038,53.0
61107,41.0
61147,44.0
61211,65.0
61257,25.0
61296,24.0
61667,44.0
61668,41.0
61704,58.0
61775,35.0
61901,63.0
61910,44.0
62172,19.0
62239,9.0
62272,30.0
62348,67.0
62381,57.0
62464,26.0
62542,40.0
62670,26.0
62755,50.0
62862,47.0
62881,39.0
62891,27.0
62895,39.0
62958,23.0
62966,23.0
62968,23.0
63004,44.0
63243,33.0
63293,37.0
63360,29.0
63389,25.0
63394,22.0
63494,23.0
63595,41.0
63625,15.0
63714,29.0
63854,45.0
63865,39.0
63956,28.0
63993,43.0
63997,36.0
64015,28.0
64126,31.0
64137,41.0
64241,43.0
64310,46.0
64435,51.0
64436,36.0
64440,34.0
64448,23.0
64629,57.0
64763,43.0
64943,33.0
64946,34.0
65032,17.0
65038,28.0
65068,61.0
65145,54.0
65208,30.0
65228,58.0
65238,31.0
65258,42.0
65444,56.0
65484,51.0
65584,26.0
65663,32.0
65665,40.0
65769,36.0
65791,29.0
65913,48.0
66055,32.0
66073,28.0
66113,33.0
66161,53.0
66323,34.0
66387,52.0
66443,29.0
66483,16.0
66574,27.0
66591,35.0
66640,42.0
66680,67.0
66789,55.0
66853,39.0
66878,42.0
66942,31.0
66945,26.0
67034,57.0
67079,35.0
67174,20.0
67198,13.0
67236,38.0
67288,26.0
67296,39.0
67354,30.0
67397,50.0
67403,31.0
67515,45.0
67547,42.0
67663,47.0
67677,50.0
67694,44.0
67749,13.0
67838,49.0
67840,50.0
67910,35.0
67997,53.0
68000,10.0
68054,53.0
68156,34.0
68185,22.0
68249,50.0
68256,28.0
68383,35.0
68436,49.0
68478,32.0
68561,59.0
68568,46.0
68846,29.0
68886,37.0
68984,26.0
69023,25.0
69042,55.0
69078,42.0
69089,28.0
69156,31.0
69180,50.0
69232,55.0
69378,46.0
69389,29.0
69405,36.0
69658,39.0
69684,33.0
69697,24.0
69721,32.0
69775,41.0
69808,34.0
69810,36.0
69945,51.0
69967,41.0
69971,43.0
70052,30.0
70065,19.0
70183,25.0
70192,61.0
70222,56.0
70401,23.0
70402,36.0
70415,57.0
70448,17.0
70477,31.0
70538,35.0
70541,26.0
70594,53.0
70628,35.0
70649,31.0
70666,18.0
70703,33.0
70713,49.0
70864,45.0
70931,36.0
71102,23.0
71162,40.0
71183,32.0
71234,30.0
71261,29.0
71470,62.0
71490,23.0
71568,28.0
71634,59.0
71662,22.0
71712,26.0
71739,34.0
71752,20.0
71786,29.0
71799,29.0
71800,136.0
71831,21.0
71853,23.0
72100,37.0
72214,40.0
72282,50.0
72296,33.0
72352,49.0
72368,15.0
72451,51.0
72470,39.0
72530,42.0
72531,48.0
72575,103.0
72601,24.0
72707,24.0
72770,32.0
72785,39.0
72863,33.0
72990,31.0
72992,44.0
73127,21.0
73157,20.0
73196,35.0
73330,29.0
73394,33.0
73469,56.0
73479,16.0
73588,38.0
73603,56.0
73681,27.0
73741,30.0
73798,33.0
73923,29.0
74026,21.0
74056,24.0
74106,64.0
74185,28.0
74187,26.0
74286,23.0
74328,40.0
74356,28.0
74453,61.0
74466,32.0
74493,28.0
74630,20.0
74689,39.0
74691,49.0
74709,21.0
74758,24.0
74833,35.0
74892,18.0
74911,25.0
75081,29.0
75091,29.0
75115,31.0
75119,58.0
75149,36.0
75429,22.0
75485,27.0
75486,35.0
75491,26.0
75534,53.0
75551,31.0
75591,33.0
75595,35.0
75701,56.0
75771,35.0
75777,28.0
75860,30.0
75875,24.0
76019,28.0
76102,33.0
76122,46.0
76151,49.0
76173,71.0
76223,25.0
76350,20.0
76351,34.0
76352,58.0
76482,103.0
76483,37.0
76530,55.0
76532,36.0
76576,17.0
76626,38.0
76710,57.0
76741,28.0
76818,49.0
76873,23.0
76888,19.0
76942,25.0
77052,25.0
77082,21.0
77181,33.0
77270,18.0
77383,25.0
77424,29.0
77480,51.0
77491,25.0
77724,43.0
77772,13.0
77809,29.0
77860,33.0
77886,38.0
77971,60.0
78015,32.0
78328,24.0
78440,52.0
78553,40.0
78719,21.0
78783,49.0
78834,28.0
78841,42.0
78846,58.0
78901,31.0
78941,39.0
78973,29.0
79055,47.0
79089,29.0
79099,40.0
79182,29.0
79186,37.0
79441,43.0
79475,37.0
79506,55.0
79527,25.0
79556,27.0
79736,26.0
79740,24.0
79747,57.0
79754,58.0
79854,29.0
79942,26.0
79961,23.0
79977,35.0
80071,28.0
80105,39.0
80202,35.0
80203,34.0
80266,42.0
80371,50.0
80453,24.0
80477,39.0
80516,36.0
80538,32.0
80555,20.0
80642,43.0
80683,27.0
80692,42.0
80810,33.0
80826,41.0
80837,34.0
80929,21.0
80945,46.0
80996,35.0
81064,44.0
81088,18.0
81136,41.0
81207,20.0
81227,20.0
81263,17.0
81274,28.0
81298,20.0
81303,26.0
81318,25.0
81368,28.0
81370,35.0
81492,28.0
81609,57.0
81682,36.0
81771,37.0
81845,34.0
81848,35.0
81854,22.0
81855,42.0
81865,27.0
81950,23.0
81977,34.0
82123,30.0
82164,46.0
82171,26.0
82391,41.0
82497,47.0
82673,23.0
82699,32.0
82808,24.0
82825,38.0
82831,21.0
82893,40.0
83156,59.0
83178,52.0
83287,45.0
83306,69.0
83431,35.0
83467,60.0
83561,41.0
83637,57.0
83646,34.0
83666,33.0
83671,52.0
83707,31.0
83743,30.0
83754,65.0
84024,37.0
84033,20.0
84178,44.0
84201,39.0
84427,58.0
84476,16.0
84479,25.0
84523,30.0
84727,58.0
84729,55.0
84900,37.0
85256,37.0
85367,17.0
85426,23.0
85433,33.0
85526,36.0
85534,49.0
85587,49.0
85616,25.0
85656,41.0
85701,37.0
85757,40.0
85787,21.0
85851,41.0
85872,36.0
85944,23.0
85962,20.0
85992,18.0
85993,40.0
86033,26.0
86093,25.0
86145,45.0
86159,35.0
86170,47.0
86202,26.0
86242,24.0
86303,31.0
86392,25.0
86408,39.0
86419,48.0
86489,26.0
86538,58.0
86548,24.0
86555,44.0
86641,39.0
86680,38.0
86792,37.0
86959,29.0
86965,35.0
86969,59.0
87051,31.0
87143,53.0
87147,47.0
87155,23.0
87351,28.0
87555,31.0
87579,38.0
87690,36.0
87707,23.0
87712,19.0
87729,24.0
87746,52.0
87747,23.0
87820,49.0
87911,20.0
87929,25.0
87938,15.0
87949,44.0
87964,56.0
87974,25.0
88122,30.0
88187,36.0
88229,44.0
88283,24.0
88389,77.0
88412,36.0
88435,19.0
88620,27.0
88652,83.0
88677,44.0
88693,30.0
88729,31.0
88767,41.0
88793,25.0
88937,39.0
88976,43.0
88993,76.0
89179,31.0
89192,34.0
89207,26.0
89307,61.0
89361,25.0
89507,30.0
89551,29.0
89852,23.0
89867,28.0
90049,30.0
90075,57.0
90088,28.0
90137,40.0
90174,30.0
90192,30.0
90198,34.0
90232,23.0
90286,26.0
90300,34.0
90391,41.0
90417,40.0
90423,50.0
90471,31.0
90534,35.0
90614,30.0
90653,29.0
90694,36.0
90764,29.0
90766,136.0
90776,18.0
90915,49.0
91002,37.0
91017,54.0
91023,35.0
91026,40.0
91058,63.0
91100,33.0
91103,35.0
91113,26.0
91119,41.0
91130,39.0
91184,31.0
91203,30.0
91341,54.0
91342,29.0
91405,17.0
91425,22.0
91449,34.0
91576,31.0
91633,21.0
91647,49.0
91931,40.0
92132,20.0
92152,57.0
92346,33.0
92405,26.0
92524,42.0
92547,29.0
92652,32.0
92693,18.0
92696,46.0
92804,45.0
92810,60.0
93018,22.0
93034,45.0
93046,47.0
93047,52.0
93085,34.0
93092,22.0
93114,43.0
93130,61.0
93147,31.0
93358,52.0
93363,30.0
93364,27.0
93426,35.0
93453,1.0
93562,60.0
93565,72.0
93629,54.0
93631,26.0
93698,70.0
93732,56.0
93769,74.0
93872,21.0
94023,56.0
94159,34.0
94209,25.0
94213,80.0
94242,28.0
94334,43.0
94347,44.0
94396,62.0
94494,24.0
94529,31.0
94730,27.0
94787,24.0
94818,29.0
94840,38.0
94853,27.0
94897,29.0
94923,40.0
94951,37.0
94952,58.0
94965,26.0
94985,39.0
95025,21.0
95043,38.0
95049,25.0
95193,69.0
95201,53.0
95226,30.0
95301,19.0
95353,59.0
95359,33.0
95393,33.0
95452,76.0
95506,42.0
95509,38.0
95525,46.0
95574,37.0
95741,29.0
95800,68.0
95903,27.0
95923,17.0
95932,36.0
95991,28.0
96019,25.0
96054,29.0
96194,34.0
96320,51.0
96357,31.0
96440,29.0
96474,29.0
96475,26.0
96521,23.0
96554,36.0
96611,22.0
96679,27.0
96744,34.0
96771,43.0
96776,28.0
96869,28.0
96936,47.0
96954,45.0
96970,42.0
97025,13.0
97179,40.0
97290,24.0
97324,29.0
97423,27.0
97515,56.0
97694,25.0
97721,46.0
97754,46.0
97833,23.0
97848,40.0
97906,29.0
97945,34.0
98026,40.0
98078,54.0
98159,56.0
98263,35.0
98297,24.0
98322,40.0
98356,45.0
98376,14.0
98391,52.0
98440,17.0
98468,33.0
98484,18.0
98525,22.0
98547,43.0
98575,58.0
98628,17.0
98647,26.0
98655,70.0
98686,32.0
98722,39.0
98723,29.0
98741,30.0
98758,25.0
98783,30.0
98787,26.0
98887,49.0
98904,28.0
98943,32.0
98988,42.0
99025,35.0
99026,38.0
99032,25.0
99136,29.0
99312,28.0
99313,35.0
99314,24.0
99347,30.0
99441,33.0
99523,28.0
99630,24.0
99738,36.0
99955,14.0
99996,43.0
100009,49.0
100088,26.0
100115,42.0
100227,36.0
100264,37.0
100361,32.0
100459,38.0
100546,34.0
100578,46.0
100590,27.0
100644,26.0
100648,54.0
100782,30.0
100783,44.0
100815,30.0
100822,54.0
100832,28.0
100846,39.0
100906,34.0
101035,33.0
101091,54.0
101141,57.0
101209,44.0
101214,46.0
101304,68.0
101305,29.0
101336,41.0
101606,32.0
101696,25.0
101851,29.0
101876,38.0
101882,18.0
101978,23.0
102029,44.0
102032,30.0
102034,32.0
102130,39.0
102164,44.0
102189,27.0
102220,54.0
102275,52.0
102284,71.0
102375,27.0
102399,25.0
102505,37.0
102564,54.0
102647,14.0
102702,34.0
102705,22.0
102772,74.0
102939,47.0
102967,54.0
103024,30.0
103281,39.0
103304,44.0
103315,32.0
103336,55.0
103541,24.0
103624,53.0
103656,28.0
103811,25.0
104113,24.0
104144,65.0
104211,39.0
104243,60.0
104268,28.0
104278,29.0
104334,65.0
104362,45.0
104399,29.0
104413,53.0
104422,39.0
104429,39.0
104505,34.0
104517,27.0
104550,22.0
104569,48.0
104657,25.0
104665,30.0
104759,38.0
104812,19.0
104880,21.0
104939,43.0
105012,49.0
105028,22.0
105054,29.0
105058,32.0
105108,35.0
105114,38.0
105115,41.0
105128,11.0
105137,48.0
105214,34.0
105221,15.0
105317,32.0
105335,25.0
105374,25.0
105476,22.0
105517,28.0
105536,17.0
105627,23.0
105649,38.0
105904,35.0
105937,27.0
105968,41.0
105979,26.0
106007,29.0
106059,34.0
106086,9.0
106131,32.0
106208,22.0
106225,38.0
106273,28.0
106302,58.0
106406,34.0
106682,37.0
106725,36.0
106768,23.0
106816,57.0
106849,39.0
106893,32.0
106895,29.0
106936,48.0
107021,45.0
107044,24.0
107073,23.0
107214,41.0
107234,38.0
107244,50.0
107270,38.0
107301,31.0
107326,28.0
107384,32.0
107426,39.0
107453,18.0
107510,27.0
107540,42.0
107594,27.0
107921,47.0
107960,63.0
108005,29.0
108155,29.0
108197,25.0
108243,14.0
108261,66.0
108285,22.0
108352,37.0
108379,39.0
108392,34.0
108405,49.0
108485,32.0
108685,31.0
108700,49.0
108741,58.0
108752,31.0
108753,48.0
108950,43.0
109013,39.0
109049,34.0
109107,19.0
109115,18.0
109122,42.0
109228,23.0
109403,27.0
109427,37.0
109461,30.0
109491,40.0
109574,50.0
109605,31.0
109741,26.0
109779,25.0
109901,59.0
109971,71.0
110029,27.0
110040,23.0
110076,52.0
110112,31.0
110214,45.0
110267,39.0
110317,22.0
110361,29.0
110382,35.0
110406,38.0
110440,29.0
110483,30.0
110608,22.0
110746,59.0
110853,34.0
110887,58.0
110912,36.0
110934,46.0
110973,43.0
111133,50.0
111166,44.0
111190,53.0
111228,18.0
111286,45.0
111637,53.0
111657,35.0
111704,50.0
111747,56.0
111847,38.0
111888,50.0
111924,61.0
111944,23.0
111947,30.0
112001,43.0
112026,17.0
112083,25.0
112093,35.0
112109,33.0
112169,18.0
112188,36.0
112280,50.0
112335,49.0
112401,49.0
112408,48.0
112437,26.0
112512,27.0
112541,22.0
112559,37.0
112672,47.0
112709,42.0
112761,29.0
112765,35.0
112881,18.0
112953,31.0
112979,60.0
113030,25.0
113155,28.0
113270,25.0
113279,24.0
113292,38.0
113334,40.0
113364,44.0
113435,49.0
113467,37.0
113531,63.0
113661,39.0
113817,25.0
113902,36.0
113904,31.0
113955,16.0
113966,27.0
113983,39.0
114075,38.0
114143,31.0
114178,30.0
114197,28.0
114217,24.0
114258,30.0
114279,42.0
114306,43.0
114368,33.0
114414,27.0
114444,34.0
114446,26.0
114544,35.0
114581,23.0
114655,23.0
114698,81.0
114785,29.0
114865,97.0
114868,31.0
114893,32.0
114988,37.0
115003,43.0
115120,29.0
115224,25.0
115234,32.0
115392,30.0
115435,30.0
115488,22.0
115537,50.0
115552,30.0
115572,23.0
115678,34.0
115679,16.0
115692,33.0
115841,60.0
115874,59.0
115904,27.0
115953,36.0
115971,31.0
116005,28.0
116122,31.0
116123,21.0
116160,39.0
116210,46.0
116301,30.0
116313,35.0
116391,50.0
116428,47.0
116521,25.0
116556,44.0
116582,32.0
116599,29.0
116676,47.0
116744,32.0
116758,38.0
116763,71.0
116904,38.0
116931,24.0
117111,30.0
117132,66.0
117210,35.0
117384,29.0
117539,30.0
117548,57.0
117593,31.0
117594,26.0
117700,39.0
117852,34.0
117873,50.0
117925,40.0
118135,29.0
118275,24.0
118320,29.0
118333,18.0
118434,23.0
118489,31.0
118533,37.0
118587,59.0
118627,62.0
118628,34.0
118677,46.0
118881,31.0
119179,24.0
119248,12.0
119282,168.0
119364,16.0
119505,32.0
119575,30.0
119594,33.0
119631,46.0
119725,24.0
119858,53.0
120082,47.0
120155,42.0
120178,59.0
120181,36.0
120332,41.0
120333,35.0
120396,46.0
120435,32.0
120515,42.0
120548,39.0
120565,38.0
120579,18.0
120610,24.0
120695,39.0
120696,31.0
120735,44.0
120771,49.0
120807,43.0
120828,27.0
120860,2.0
120892,20.0
120908,27.0
121083,38.0
121093,32.0
121119,50.0
121166,55.0
121170,30.0
121251,41.0
121407,36.0
121482,60.0
121594,63.0
121606,23.0
121726,148.0
121817,38.0
121986,54.0
122014,39.0
122045,54.0
122096,32.0
122429,48.0
